Age,Female,Years,College,Certficates,Feedback,NPS,Explorer,Diplomat,Analyst,Salary
25,0,8,1,1,1.33,6,1,0,0,44000
45,0,1,1,0,3.54,3,0,0,0,51000
25,0,1,0,0,4,4,1,0,0,43000
62,0,2,0,1,2.63,6,0,1,0,57000
36,0,1,1,6,3.28,9,0,1,0,99000
43,0,8,1,1,2.99,7,0,1,0,51000
41,1,1,1,0,2.72,3,0,0,0,53800
49,0,2,0,1,2.3,5,0,0,1,56000
51,1,1,0,1,3.4,6,1,0,0,63800
61,0,2,1,6,2.82,9,0,1,0,108000
46,0,7,1,5,4,9,1,0,0,135000
44,0,2,1,5,2.04,9,0,1,0,117000
59,0,2,1,2,1.66,5,0,1,0,95000
56,0,2,1,1,3.33,7,0,1,0,67000
32,0,1,1,2,2.19,7,0,1,0,58000
58,0,2,1,5,1.36,8,1,0,0,93000
46,0,1,1,4,3.64,8,0,0,1,90000
32,1,1,1,4,3.84,8,0,1,0,88600
33,0,2,1,5,2.11,9,0,1,0,98000
61,0,1,1,3,1.26,6,1,0,0,95000
44,0,4,1,1,1.56,4,1,0,0,82000
28,1,6,1,4,4,9,0,1,0,101400
25,0,2,1,4,2.18,5,1,0,0,50000
51,0,2,1,3,2.6,9,1,0,0,103000
39,0,2,1,0,4,8,1,0,0,79000
39,0,2,1,3,1.85,8,0,1,0,70000
35,1,3,1,1,3.52,6,1,0,0,49000
38,1,2,0,5,3.01,5,0,1,0,56400
43,0,6,1,2,3.11,4,0,0,0,65000
29,0,2,1,4,3.05,9,1,0,0,65000
31,0,1,0,1,3.89,10,1,0,0,72000
38,1,1,1,4,2.02,7,0,1,0,95400
43,0,1,1,3,2.47,7,1,0,0,109000
29,0,3,1,5,2.5,6,0,0,0,49000
60,0,6,1,2,1.54,5,0,1,0,87000
43,0,2,0,2,1.97,3,0,0,0,51000
51,1,1,1,2,1.8,6,0,1,0,67800
33,1,6,1,0,1.62,5,1,0,0,59400
43,0,2,1,1,3.2,7,0,1,0,83000
57,1,2,0,1,3.67,3,0,0,0,38600
42,1,1,1,4,1.46,8,1,0,0,89600
35,0,3,0,0,1.73,4,1,0,0,47000
59,0,2,1,0,3.34,4,0,1,0,76000
63,1,2,0,2,4,6,0,1,0,50400
37,1,2,1,2,1.33,3,0,0,1,48600
58,0,1,1,1,3.28,5,0,1,0,71000
35,0,1,1,2,3.2,4,1,0,0,60000
41,1,2,1,1,4,6,0,1,0,68800
52,0,2,1,4,3.03,9,0,1,0,99000
63,1,9,1,2,2.96,8,0,0,0,54400
44,0,1,0,2,4,5,0,0,0,74000
36,0,7,1,3,3.32,5,0,1,0,96000
64,0,3,0,2,1.25,5,0,1,0,47000
33,0,6,1,2,2.67,5,1,0,0,67000
65,0,9,1,3,1.8,5,0,0,0,64000
55,0,1,1,5,3.39,7,0,0,0,120000
49,0,1,0,0,2.29,4,0,1,0,56000
30,0,2,1,4,1.14,8,1,0,0,64000
60,0,2,1,4,1.87,8,1,0,0,91000
44,1,13,0,2,1.88,6,0,1,0,48200
25,1,2,0,4,3.56,7,0,0,0,49000
59,1,1,1,6,3.95,10,0,1,0,168200
63,1,2,1,4,2.17,6,1,0,0,69400
26,0,8,1,2,2.54,9,0,1,0,72000
36,1,2,1,3,2.92,5,0,1,0,72800
31,1,2,1,5,2.98,9,0,1,0,99800
56,0,1,1,3,3.63,6,0,1,0,123000
63,0,5,1,1,2.87,8,1,0,0,71000
57,1,2,1,2,1.55,8,0,1,0,59600
37,1,2,1,3,3.4,8,1,0,0,72600
29,0,1,1,3,4,5,0,0,1,74000
60,1,2,1,2,2.92,7,0,1,0,68000
63,1,1,0,5,3.74,5,0,0,0,69400
45,1,1,1,2,3.51,5,0,1,0,88000
45,0,2,1,2,3.07,9,1,0,0,94000
62,1,2,1,0,2.23,4,0,0,1,46600
62,0,1,0,3,4,9,1,0,0,74000
60,0,2,1,3,3.73,6,0,0,0,81000
49,1,2,0,2,2.32,4,0,1,0,56200
58,1,2,0,1,2.45,3,0,1,0,47400
33,0,1,1,1,2.94,4,0,0,0,61000
43,1,3,0,2,2.08,7,0,1,0,52400
55,0,3,1,5,2.85,10,0,0,0,87000
45,1,2,1,0,2.21,4,1,0,0,54000
38,0,1,1,1,2.26,4,1,0,0,82000
40,1,8,0,0,1.69,5,1,0,0,38000
51,0,2,0,3,2.72,9,1,0,0,102000
49,1,7,1,5,2.3,6,0,0,0,84200
60,1,1,1,1,2.07,4,1,0,0,64000
59,1,2,0,1,1.12,5,0,1,0,39200
26,0,4,1,3,2.7,8,0,1,0,75000
55,0,9,1,4,4,9,0,1,0,111000
37,0,2,1,0,2.9,7,0,1,0,85000
29,0,1,1,1,3.04,4,1,0,0,65000
28,0,2,1,4,4,10,0,0,0,75000
57,0,1,1,2,2.91,3,0,0,1,50000
36,0,2,1,4,1.44,5,1,0,0,88000
51,1,1,0,5,3.25,8,0,0,1,64800
51,0,1,1,3,4,6,0,0,1,103000
26,1,1,0,3,1.44,6,1,0,0,41800
58,1,11,1,1,1.79,9,0,1,0,47400
35,0,12,0,3,2.11,10,0,1,0,82000
58,0,1,1,1,1.68,5,0,1,0,69000
45,0,2,1,2,3.16,9,1,0,0,77000
44,0,1,1,1,1.25,4,0,1,0,76000
58,0,7,0,4,3.94,8,1,0,0,103000
40,0,1,1,1,4,4,0,0,0,67000
38,0,2,1,0,3.13,4,0,1,0,60000
31,0,1,1,1,3.41,4,0,1,0,70000
64,0,2,0,2,1.13,5,1,0,0,63000
44,0,1,0,5,4,9,1,0,0,126000
37,0,4,1,4,3.37,6,0,0,0,85000
40,0,1,0,0,3.67,7,1,0,0,80000
40,1,1,1,2,1.11,5,1,0,0,60000
50,0,2,1,5,2.22,8,1,0,0,84000
56,1,1,0,1,4,7,1,0,0,82800
26,0,2,1,3,2.58,4,0,1,0,52000
58,1,1,1,4,2.27,7,0,1,0,82400
60,0,2,1,1,3.59,5,0,1,0,71000
64,0,1,1,3,2.97,8,0,1,0,92000
25,1,1,1,1,2.89,5,0,1,0,52000
26,0,2,1,3,3.63,5,0,1,0,64000
63,0,1,0,1,1.65,4,1,0,0,60000
27,1,1,1,3,2.14,7,1,0,0,68600
61,1,7,1,1,1.65,3,0,0,0,37800
37,0,1,1,4,1.72,4,0,0,1,70000
50,0,1,1,1,3.56,8,0,1,0,81000
58,0,1,1,2,2.87,4,0,1,0,83000
62,0,13,0,0,3.57,8,0,1,0,76000
30,0,2,1,4,2.6,9,0,1,0,75000
25,1,1,1,5,1.68,7,0,0,0,57000
35,1,8,1,4,1.54,8,0,0,0,74000
26,1,2,0,4,3.02,3,0,1,0,49800
29,1,2,1,0,2.64,4,0,0,1,61200
51,0,1,1,5,3.84,9,1,0,0,128000
41,1,1,1,3,3.25,7,1,0,0,93800
31,1,2,1,1,1.75,8,1,0,0,62800
41,0,2,0,1,1.41,2,0,0,0,29000
58,1,1,1,4,3.37,4,0,0,0,66400
24,1,2,1,5,2.05,6,0,0,0,55200
56,0,6,1,1,4,10,1,0,0,118000
55,1,2,1,3,1.11,6,1,0,0,72000
46,1,2,1,1,1.24,5,0,1,0,57800
27,1,2,1,1,1.14,4,1,0,0,53600
51,0,1,1,2,3.7,4,0,0,1,60000
27,0,1,1,2,2.82,5,0,0,1,44000
39,0,2,1,1,2.86,4,0,0,1,59000
28,0,10,1,0,2.15,4,0,1,0,48000
50,1,1,1,2,3.49,3,1,0,0,73000
47,1,2,1,3,2.68,6,0,1,0,79600
48,0,4,1,2,1.27,5,0,1,0,64000
56,1,1,1,5,2.22,10,0,0,1,54800
38,0,2,1,5,2.42,6,0,0,0,76000
37,0,1,0,3,4,4,0,0,0,87000
59,1,2,1,4,1.63,9,1,0,0,90200
47,1,2,1,2,2.89,6,0,0,1,63600
33,0,5,1,6,1.31,10,0,1,0,113000
53,1,5,0,3,1.98,5,1,0,0,74400
35,0,1,1,1,1.55,4,0,1,0,59000
45,1,1,1,2,2.69,10,0,1,0,72000
38,1,1,0,2,3.36,6,1,0,0,69400
58,0,1,1,5,3.83,9,1,0,0,113000
51,0,1,1,0,2.81,3,1,0,0,54000
57,1,2,1,3,2.2,4,0,0,1,58600
54,1,2,0,4,1.54,5,1,0,0,85200
45,0,2,1,4,3.24,9,0,1,0,126000
38,0,10,1,4,1.16,10,1,0,0,67000
55,1,3,0,5,1.32,5,0,0,1,53000
30,0,2,1,1,3.25,5,1,0,0,73000
59,0,2,1,6,2.63,6,1,0,0,77000
54,1,2,1,4,2.59,8,1,0,0,72200
36,0,1,1,0,1.46,2,0,0,0,30000
42,0,2,1,1,2.36,5,0,1,0,87000
58,1,2,1,3,3.02,4,0,0,0,66400
50,0,2,0,1,1.34,4,0,1,0,41000
62,0,1,0,4,3,7,0,1,0,91000
59,0,2,1,0,1.66,5,1,0,0,72000
25,0,1,1,1,2.19,6,1,0,0,52000
46,0,1,0,0,2.59,2,0,0,0,52000
59,0,1,1,1,2,5,0,1,0,69000
52,0,9,1,0,4,8,0,1,0,99000
32,0,1,0,1,1.35,3,0,1,0,38000
29,0,5,1,0,2.14,3,0,1,0,40000
39,1,2,1,1,2.32,7,1,0,0,69200
57,0,2,1,1,1.99,3,0,0,1,49000
65,0,4,1,5,1.75,7,1,0,0,78000
64,0,3,0,1,3.42,4,1,0,0,45000
65,0,2,1,2,2.7,6,0,1,0,59000
29,1,6,1,4,4,9,1,0,0,95200
27,0,1,1,0,2.83,6,1,0,0,67000
38,0,3,0,2,2,2,0,0,1,49000
49,0,1,1,1,4,8,1,0,0,106000
57,1,4,1,3,1.74,5,0,0,1,69600
27,0,3,1,2,3.82,8,0,1,0,64000
62,0,9,1,3,1.94,7,0,1,0,75000
61,0,2,1,2,2.79,6,1,0,0,107000
53,1,10,1,0,2.89,8,0,1,0,78400
36,0,10,1,3,2.38,9,1,0,0,77000
49,0,3,1,5,2.07,8,0,1,0,79000
50,0,2,1,2,1.66,6,0,1,0,65000
28,0,2,1,4,3.09,5,0,0,1,63000
46,1,1,1,1,3.09,6,1,0,0,98800
51,0,8,1,5,3.59,9,0,1,0,128000
43,0,1,0,4,3.12,6,0,0,1,60000
35,0,8,1,4,3.37,7,0,0,1,93000
62,0,5,0,2,3.59,5,1,0,0,92000
30,0,13,1,3,1.31,8,1,0,0,61000
41,1,6,1,1,2.37,4,0,0,0,56800
56,0,1,1,3,2.02,4,0,0,1,107000
52,0,2,0,4,4,9,1,0,0,111000
26,0,2,1,1,1.14,5,0,1,0,50000
30,0,1,1,3,2.96,7,0,1,0,56000
58,1,2,1,1,1.66,9,0,1,0,54400
27,1,7,1,1,2.6,7,1,0,0,74600
62,1,1,1,1,3.01,5,0,1,0,66600
57,0,2,1,0,4,4,1,0,0,77000
31,1,1,1,0,1.33,4,0,1,0,54800
63,1,10,0,4,1.15,9,0,1,0,78400
29,1,2,0,0,1.31,4,1,0,0,33200
28,1,2,1,0,2.7,4,1,0,0,58400
60,1,2,0,1,1.19,5,0,1,0,40000
33,1,1,1,5,1.86,6,0,1,0,75400
47,0,2,0,5,1.77,6,0,1,0,71000
65,0,2,1,5,1.98,9,1,0,0,60000
55,0,2,1,4,1.87,9,0,1,0,85000
58,0,2,1,3,2.1,5,0,1,0,76000
37,1,1,1,2,3.55,3,1,0,0,48600
55,1,2,0,2,4,7,1,0,0,108000
41,0,1,1,5,2.82,9,1,0,0,132000
45,1,3,0,2,3.34,7,0,0,1,57000
39,0,1,1,1,3.28,3,0,1,0,78000
50,0,2,0,1,1.99,5,1,0,0,58000
58,0,2,1,1,2.19,6,1,0,0,80000
24,1,7,1,4,1.79,10,1,0,0,75200
41,0,2,1,3,4,9,1,0,0,135000
51,1,2,1,2,3.9,5,0,0,0,61800
33,0,2,1,1,2.31,4,0,0,0,51000
56,1,2,0,1,2.39,5,0,1,0,47800
48,0,1,1,1,3.22,7,1,0,0,77000
62,1,4,0,1,2.12,3,0,0,0,43600
29,0,8,1,2,3.79,7,0,0,0,56000
33,0,1,1,2,3.47,8,0,1,0,70000
49,0,1,0,0,1.9,4,0,1,0,44000
43,1,2,0,2,2.07,5,0,1,0,70400
37,0,12,1,2,2.59,3,0,0,0,45000
47,0,1,0,3,2.18,5,0,0,1,66000
52,0,2,1,1,2.14,6,1,0,0,73000
63,0,2,1,2,3.25,6,0,0,0,55000
32,0,1,1,1,2.21,4,0,0,0,44000
55,0,8,1,2,1.79,9,0,1,0,108000
33,1,2,0,1,3.87,9,0,1,0,58400
47,0,13,1,3,2.73,10,0,1,0,92000
42,0,1,1,5,2.43,8,1,0,0,122000
39,0,2,1,1,2.53,7,1,0,0,87000
32,0,2,1,3,1.95,7,1,0,0,75000
44,1,2,1,2,2.41,7,0,1,0,77200
59,0,1,0,5,4,8,1,0,0,143000
51,1,2,1,1,1.6,3,0,0,1,51800
48,1,1,1,0,1.85,4,0,0,1,51400
54,0,5,1,3,2.29,9,1,0,0,118000
65,1,2,1,1,3.29,10,0,1,0,68000
32,0,12,1,2,4,8,0,0,1,71000
48,0,3,0,3,3.37,5,0,0,0,92000
38,0,5,1,2,1.8,8,0,1,0,85000
47,1,1,1,5,2.42,9,0,1,0,101600
32,0,2,0,4,1.84,4,0,0,0,50000
58,1,2,1,2,4,8,0,1,0,88400
25,1,1,0,2,3.92,5,1,0,0,52000
25,0,2,1,3,4,7,0,1,0,75000
29,0,2,1,3,1.35,4,1,0,0,75000
40,0,12,1,2,2.06,9,0,1,0,64000
50,0,2,0,2,2.19,7,1,0,0,71000
56,0,4,1,6,4,9,0,1,0,127000
36,0,1,1,4,1.18,7,0,1,0,84000
46,1,1,1,1,3,8,0,1,0,60800
54,0,2,1,1,1.41,2,0,0,0,57000
27,0,1,1,3,1.85,5,0,0,0,54000
31,0,2,1,2,3.92,6,1,0,0,87000
53,0,1,1,3,2.17,6,1,0,0,77000
36,0,12,1,6,3.34,8,0,1,0,90000
25,0,1,0,1,4,9,0,1,0,67000
39,0,2,1,4,2.52,10,1,0,0,110000
46,0,1,1,1,2.12,3,0,0,0,70000
53,1,1,0,4,3.92,6,0,0,1,89400
26,0,2,1,5,1.25,5,0,0,1,66000
60,1,4,0,1,2.09,6,0,1,0,55000
53,1,1,0,1,3.39,6,1,0,0,54400
30,0,1,1,2,3.67,10,0,1,0,72000
41,0,2,1,5,2.54,6,0,0,0,87000
61,0,1,1,1,3.23,5,0,1,0,68000
37,1,6,1,1,2.07,7,0,1,0,56600
63,0,2,1,5,1.7,8,1,0,0,101000
65,0,1,1,4,3.4,3,0,0,0,64000
41,0,1,0,5,4,9,0,1,0,145000
38,0,1,1,4,1.93,7,0,1,0,101000
27,0,1,1,2,1.14,3,0,1,0,49000
60,0,2,1,2,2.02,4,0,1,0,57000
35,0,2,0,3,3.51,9,0,1,0,79000
33,0,2,1,4,2.61,7,0,0,1,99000
35,0,2,1,2,3.56,5,0,1,0,60000
26,0,2,0,3,1.6,4,0,1,0,52000
60,0,2,1,0,2.23,5,1,0,0,60000
37,0,2,0,1,2.16,5,0,1,0,67000
30,0,2,1,0,2.86,3,1,0,0,52000
28,0,2,0,5,1.19,6,0,1,0,60000
56,0,2,1,2,2.11,4,1,0,0,102000
31,0,2,1,3,3.67,9,1,0,0,98000
61,1,1,0,3,3.06,5,1,0,0,83800
59,0,2,1,5,1.88,10,0,1,0,109000
39,0,6,0,2,2.79,3,0,0,0,54000
54,1,7,1,0,2.98,5,0,1,0,50200
58,1,9,0,1,3.47,8,0,1,0,68400
49,1,1,0,1,2.29,3,1,0,0,42200
39,1,1,1,4,1.94,8,1,0,0,72200
40,0,2,1,5,1.9,9,1,0,0,109000
44,0,1,1,5,3.98,9,0,1,0,131000
58,0,2,1,4,2.27,6,1,0,0,56000
49,0,3,0,4,4,9,1,0,0,103000
61,1,2,1,1,2.27,9,1,0,0,65800
24,0,1,0,1,2.56,8,0,1,0,46000
63,0,3,1,1,2.84,2,0,0,0,61000
29,0,2,0,2,1.55,5,1,0,0,65000
33,1,2,1,1,1.43,3,0,1,0,48400
26,0,1,1,6,2.57,7,0,0,0,60000
32,1,1,1,3,2.87,4,0,1,0,49600
64,0,6,1,0,3.38,5,1,0,0,70000
34,1,1,1,2,3.59,3,0,1,0,49200
61,0,1,1,1,3.49,5,0,1,0,57000
50,0,1,1,3,4,9,0,1,0,104000
31,1,1,1,1,2.76,4,0,1,0,55800
25,1,6,0,0,2.31,6,1,0,0,38000
54,0,2,1,3,2.8,5,0,0,0,89000
51,0,5,1,5,3.08,6,0,0,0,96000
35,1,2,1,5,2.22,6,1,0,0,72000
45,0,1,1,3,3.65,3,0,0,1,90000
34,1,8,1,5,2.04,8,0,1,0,98200
62,0,6,1,1,3.05,5,0,0,0,60000
30,0,2,0,2,1.43,6,1,0,0,47000
61,0,2,1,1,2.13,5,1,0,0,67000
63,1,13,1,2,2.36,10,0,0,1,57400
52,0,2,1,1,4,6,0,0,0,98000
53,1,1,1,5,1.56,10,1,0,0,76400
37,0,2,1,2,3.14,4,0,1,0,61000
37,1,1,1,2,2.57,4,1,0,0,45600
33,1,11,0,5,2.65,10,1,0,0,96400
46,1,2,1,2,1.8,10,0,1,0,71800
55,0,5,1,4,2.15,10,1,0,0,73000
27,0,1,1,1,3.47,6,0,1,0,54000
44,1,1,1,3,2.54,8,1,0,0,73200
36,1,2,0,6,2.33,6,1,0,0,71800
32,0,2,1,2,2.36,7,1,0,0,73000
47,1,2,0,1,1.72,4,0,0,0,58600
32,1,1,1,1,1.23,5,0,1,0,48600
56,0,10,1,3,2.12,7,1,0,0,91000
48,0,3,1,3,2.39,7,1,0,0,72000
25,1,2,1,1,2.66,4,0,0,0,49000
60,1,1,1,5,2.77,9,1,0,0,98000
24,1,1,1,1,4,7,1,0,0,75200
34,1,2,1,1,2.19,4,0,0,0,50200
47,0,2,0,1,1.49,2,0,1,0,63000
37,0,3,1,2,3.64,5,0,0,0,69000
47,0,1,1,3,2.42,8,1,0,0,80000
41,0,1,1,5,1.94,5,1,0,0,85000
51,0,2,1,1,3.37,9,0,1,0,87000
27,0,4,1,5,3.87,9,0,0,0,91000
25,0,4,1,1,4,10,1,0,0,71000
24,0,1,1,3,2.07,8,0,1,0,46000
60,0,1,1,2,4,7,1,0,0,109000
40,1,1,1,4,2.62,7,0,1,0,85000
49,0,7,1,1,1.21,4,0,0,1,74000
24,0,2,1,1,3.11,3,0,1,0,58000
49,0,1,1,2,3.79,3,0,0,0,54000
43,1,1,1,1,1.31,5,0,1,0,65400
42,0,6,1,4,2.87,10,1,0,0,96000
48,0,2,1,1,1.68,4,1,0,0,74000
28,1,2,1,1,4,6,0,1,0,77400
55,0,1,1,3,2.55,5,1,0,0,77000
31,1,4,0,0,2.88,6,0,1,0,58800
64,1,2,1,4,3.64,8,0,0,1,61200
62,0,12,1,3,2,10,1,0,0,81000
40,0,5,1,2,1.66,4,1,0,0,83000
31,1,3,1,4,1.8,6,0,1,0,71800
63,1,8,1,0,2.72,10,1,0,0,50400
45,1,2,0,4,1.5,5,0,1,0,55000
26,1,2,1,3,2.29,4,0,0,1,59800
62,0,2,1,1,4,5,0,0,1,66000
56,1,2,1,2,1.65,6,1,0,0,71800
57,0,1,0,1,2.58,3,0,0,1,49000
53,0,2,1,3,3.31,10,0,1,0,101000
39,0,1,0,5,1.97,8,1,0,0,58000
65,1,6,1,6,2.21,9,1,0,0,80000
55,0,8,0,3,2.51,8,0,1,0,88000
62,1,6,1,1,1.45,5,0,1,0,74600
56,1,1,0,1,1.61,4,0,0,0,43800
37,1,3,1,6,3.75,10,1,0,0,126600
41,1,2,1,3,4,7,0,1,0,115800
38,1,2,0,1,2.07,5,1,0,0,51400
54,0,2,1,2,2.16,5,0,1,0,95000
65,0,2,1,5,4,9,0,1,0,117000
62,1,1,1,1,2.33,3,0,0,0,44600
27,0,1,1,4,1.15,8,0,1,0,73000
31,1,1,1,4,1.42,3,0,0,0,61800
36,0,6,0,1,1.55,3,0,0,1,42000
31,1,1,0,2,3.1,3,0,0,0,50800
60,0,1,1,3,4,8,1,0,0,141000
36,0,3,1,2,1.55,7,0,1,0,80000
50,1,1,1,4,1.73,6,1,0,0,94000
32,0,1,1,6,3.38,8,0,0,1,88000
42,1,2,1,0,2.02,4,0,1,0,65600
61,0,2,1,3,4,10,1,0,0,110000
49,1,2,0,2,3.05,4,0,1,0,59200
44,1,1,1,1,4,9,1,0,0,99200
27,1,10,1,0,2.34,4,1,0,0,55600
40,0,2,1,4,1.73,8,0,1,0,78000
33,0,2,0,4,2.16,3,0,1,0,67000
48,1,1,1,4,2.14,4,0,0,1,81400
48,1,1,1,2,1.67,4,1,0,0,78400
48,1,1,0,1,3.21,5,0,1,0,67400
58,0,2,0,0,3.02,3,0,0,0,32000
33,0,2,1,3,3.79,6,1,0,0,97000
45,1,6,1,0,2.86,4,0,1,0,51000
57,0,2,1,3,3.28,7,0,1,0,89000
61,0,1,1,1,3.69,4,1,0,0,67000
38,1,3,1,1,4,7,1,0,0,69400
38,0,1,1,6,3.53,4,0,0,1,70000
64,0,2,1,0,2.35,4,1,0,0,55000
37,0,12,1,5,1.62,8,0,1,0,92000
27,0,2,1,1,3.93,6,1,0,0,71000
55,0,1,0,2,1.26,4,1,0,0,47000
43,1,3,1,0,4,8,1,0,0,95400
53,1,2,0,0,3.22,4,0,0,0,38400
54,0,9,1,6,1.65,9,0,1,0,159000
29,0,2,0,1,2,5,0,1,0,34000
44,0,2,0,5,2.43,8,1,0,0,91000
47,0,2,1,2,3.45,4,1,0,0,57000
63,0,1,1,2,3.55,6,0,1,0,115000
64,1,2,1,3,3.39,7,0,1,0,58200
24,1,3,1,1,3.22,4,0,0,1,42200
58,0,2,1,1,4,5,1,0,0,108000
50,0,2,1,0,3.51,3,0,1,0,68000
28,0,2,1,2,2.4,6,1,0,0,68000
63,1,1,1,2,2.48,5,0,1,0,62400
45,1,2,1,2,3.18,7,1,0,0,70000
48,1,2,1,5,1.71,6,0,0,1,89400
49,0,2,1,4,3.37,8,0,1,0,126000
51,0,9,1,1,3.85,7,0,1,0,126000
55,1,1,1,3,1.25,7,0,1,0,72000
63,0,2,1,3,4,9,0,1,0,108000
29,0,2,1,3,3.11,6,0,0,0,71000
60,1,1,1,5,1.78,6,0,0,0,73000
29,0,1,1,0,2.02,3,1,0,0,49000
56,0,1,1,1,2.43,7,0,1,0,85000
50,0,5,1,1,2.21,9,0,1,0,85000
56,1,1,1,3,4,7,0,0,1,80800
29,1,2,1,5,2.43,7,1,0,0,92200
57,0,1,1,0,2.08,4,0,1,0,57000
61,0,5,1,3,3.15,10,1,0,0,96000
60,0,3,1,2,2.81,4,0,0,0,68000
40,0,1,0,1,3.44,2,0,1,0,54000
54,0,4,1,1,4,10,1,0,0,83000
42,0,2,1,1,1.28,3,1,0,0,76000
60,0,5,0,1,1.49,4,0,1,0,50000
33,1,12,1,2,2.21,6,0,1,0,70400
55,0,1,1,2,1.6,5,0,1,0,84000
47,0,1,1,4,1.83,7,0,1,0,92000
43,0,2,0,1,2.31,3,1,0,0,86000
53,0,1,1,2,1.31,4,0,0,0,51000
31,1,2,1,1,3.18,8,1,0,0,62800
26,1,7,1,3,1.52,8,0,1,0,61800
47,1,11,0,2,4,9,0,1,0,91600
52,0,1,1,1,3.52,3,0,0,1,58000
36,0,1,1,4,3.7,10,1,0,0,113000
30,0,4,1,3,1.35,5,0,1,0,53000
55,0,1,1,2,2.84,5,0,0,0,100000
59,1,1,1,0,2.99,4,0,1,0,55200
28,0,2,1,1,3.14,4,0,1,0,60000
30,1,6,0,1,2.67,5,0,0,1,59000
36,1,2,1,1,2.14,2,0,0,0,44800
36,1,1,1,2,2.09,2,0,0,0,48800
55,0,2,1,3,1.21,4,0,0,1,81000
44,0,1,1,1,4,3,0,0,1,77000
53,1,10,1,0,4,8,1,0,0,60400
48,0,2,1,2,3.92,9,0,1,0,130000
45,0,1,1,3,2.39,4,0,0,0,74000
28,0,4,1,5,1.76,9,0,1,0,88000
43,1,1,0,4,3.69,9,0,1,0,123400
45,1,13,1,3,1.12,9,1,0,0,78000
25,0,2,1,1,2.1,3,0,0,0,44000
65,0,2,1,5,1.65,8,1,0,0,88000
29,0,2,1,3,2.28,8,0,1,0,88000
59,1,2,1,3,3.54,8,0,0,0,66200
64,1,2,1,3,3.88,9,1,0,0,89200
52,0,6,1,3,3.48,10,0,1,0,102000
53,0,3,1,5,3.3,7,0,1,0,116000
36,1,11,1,3,1.84,8,0,0,0,83800
39,1,11,0,1,3.89,8,0,1,0,84200
59,0,2,0,2,4,9,0,1,0,82000
27,1,7,1,1,2.01,7,0,0,1,53600
63,0,2,1,1,1.97,5,1,0,0,66000
55,0,2,1,1,3.91,9,0,1,0,96000
59,0,1,0,4,3.51,5,0,0,1,51000
37,1,1,1,5,1.29,7,0,1,0,54600
60,1,9,1,3,4,9,1,0,0,90000
47,0,2,1,1,2.31,3,0,0,0,68000
33,0,4,1,4,3.73,8,1,0,0,96000
41,0,1,0,2,1.2,8,0,1,0,75000
36,1,2,0,0,2.92,4,0,1,0,41800
42,0,1,0,3,3.75,7,0,1,0,91000
55,0,2,1,1,2.3,3,0,0,0,46000
54,0,1,0,0,3.43,2,0,0,0,47000
50,0,3,1,3,2,9,0,1,0,82000
49,0,1,1,5,3.88,8,0,1,0,137000
47,1,1,1,3,1.44,7,1,0,0,73600
63,0,1,1,3,2.92,7,1,0,0,110000
28,0,2,1,4,2.43,9,1,0,0,66000
61,0,2,0,4,3.8,10,1,0,0,97000
61,1,8,1,4,2.52,9,1,0,0,96800
58,0,6,1,1,3.29,6,0,0,0,55000
29,0,5,1,2,1.54,8,0,1,0,63000
44,1,9,1,3,2.73,8,0,0,0,73200
59,0,1,0,2,2.6,4,0,1,0,71000
49,0,7,1,0,3.01,4,0,0,0,88000
38,1,1,0,4,3.56,7,0,0,0,71400
52,1,1,1,2,2.27,3,0,0,0,56600
60,1,1,1,1,1.77,3,1,0,0,45000
40,0,7,0,5,1.14,7,1,0,0,78000
40,1,7,1,4,2.55,7,0,0,0,88000
41,0,2,1,2,3.31,7,1,0,0,85000
45,0,1,1,0,2.23,6,0,1,0,104000
41,1,1,1,1,2.68,4,0,0,0,59800
60,1,2,1,3,2.72,4,0,0,0,41000
55,0,2,0,2,3.26,4,0,0,0,70000
62,0,1,1,1,4,8,0,1,0,82000
53,1,3,1,1,1.99,6,0,1,0,70400
29,0,2,1,1,1.87,3,0,1,0,69000
32,0,2,1,2,2.13,5,1,0,0,73000
54,1,1,1,6,2.8,9,1,0,0,121200
25,0,2,1,2,3.66,7,0,1,0,67000
60,0,1,1,3,4,10,1,0,0,103000
40,0,2,0,2,1.7,5,1,0,0,70000
57,0,1,1,5,4,7,1,0,0,153000
53,0,1,1,2,2.11,10,1,0,0,103000
55,0,1,0,3,3.3,8,1,0,0,95000
37,0,2,1,5,1.38,5,0,0,0,63000
54,1,1,1,3,2.1,5,0,0,1,65200
58,0,2,1,4,1.89,10,0,1,0,81000
48,1,7,1,4,1.74,6,0,0,0,61400
45,0,8,0,1,3.71,9,1,0,0,83000
48,1,1,1,1,2.3,5,0,1,0,61400
56,0,2,1,1,2.73,5,0,0,1,73000
32,0,5,0,5,1.15,8,1,0,0,58000
27,0,2,1,3,2.67,10,1,0,0,96000
40,0,1,1,6,4,10,1,0,0,129000
34,0,1,0,2,3.49,7,1,0,0,48000
64,0,3,1,3,2.37,5,1,0,0,85000
62,1,3,1,1,2.36,5,0,1,0,62600
35,1,1,1,2,2.11,2,0,0,1,50000
54,0,2,0,1,1.82,3,0,1,0,61000
63,1,1,1,0,4,10,0,1,0,64400
49,0,1,1,5,3.51,9,0,0,0,100000
37,0,1,1,2,1.35,4,0,1,0,52000
61,0,1,1,1,4,5,0,0,1,87000
64,1,12,1,0,3.81,7,0,0,0,64200
