Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
13177,Hardware,24,1,1,Yes,Explorer,1,4,75200,7
13178,Hardware,34,1,2,Yes,Sentinel,1,2.19,50200,4
13179,Hardware,47,0,2,No,Diplomat,1,1.49,63000,2
13180,Hardware,37,0,3,Yes,Sentinel,2,3.64,69000,5
13189,Hardware,47,0,1,Yes,Explorer,3,2.42,80000,8
13190,Hardware,41,0,1,Yes,Explorer,5,1.94,85000,5
13192,Hardware,51,0,2,Yes,Diplomat,1,3.37,87000,9
13194,Hardware,27,0,4,Yes,Sentinel,5,3.87,91000,9
13196,Hardware,25,0,4,Yes,Explorer,1,4,71000,10
13197,Hardware,24,0,1,Yes,Diplomat,3,2.07,46000,8
13198,Hardware,60,0,1,Yes,Explorer,2,4,109000,7
13201,Hardware,40,1,1,Yes,Diplomat,4,2.62,85000,7
13204,Hardware,49,0,7,Yes,Analyst,1,1.21,74000,4
13205,Hardware,24,0,2,Yes,Diplomat,1,3.11,58000,3
13207,Hardware,49,0,1,Yes,Sentinel,2,3.79,54000,3
13209,Hardware,43,1,1,Yes,Diplomat,1,1.31,65400,5
13210,Hardware,42,0,6,Yes,Explorer,4,2.87,96000,10
13211,Hardware,48,0,2,Yes,Explorer,1,1.68,74000,4
13213,Hardware,28,1,2,Yes,Diplomat,1,4,77400,6
13216,Hardware,55,0,1,Yes,Explorer,3,2.55,77000,5
13217,Hardware,31,1,4,No,Diplomat,0,2.88,58800,6
13221,Hardware,64,1,2,Yes,Analyst,4,3.64,61200,8
13223,Hardware,62,0,12,Yes,Explorer,3,2,81000,10
13224,Hardware,40,0,5,Yes,Explorer,2,1.66,83000,4
13225,Hardware,31,1,3,Yes,Diplomat,4,1.8,71800,6
13230,Hardware,63,1,8,Yes,Explorer,0,2.72,50400,10
13232,Hardware,45,1,2,No,Diplomat,4,1.5,55000,5
13233,Hardware,26,1,2,Yes,Analyst,3,2.29,59800,4
13234,Hardware,62,0,2,Yes,Analyst,1,4,66000,5
13237,Hardware,56,1,2,Yes,Explorer,2,1.65,71800,6
13238,Hardware,57,0,1,No,Analyst,1,2.58,49000,3
13239,Hardware,53,0,2,Yes,Diplomat,3,3.31,101000,10
13242,Hardware,39,0,1,No,Explorer,5,1.97,58000,8
13244,Hardware,65,1,6,Yes,Explorer,6,2.21,80000,9
13246,Hardware,55,0,8,No,Diplomat,3,2.51,88000,8
13247,Hardware,62,1,6,Yes,Diplomat,1,1.45,74600,5
13248,Hardware,56,1,1,No,Sentinel,1,1.61,43800,4
13250,Hardware,37,1,3,Yes,Explorer,6,3.75,126600,10
13251,Hardware,41,1,2,Yes,Diplomat,3,4,115800,7
13256,Hardware,38,1,2,No,Explorer,1,2.07,51400,5
13258,Hardware,54,0,2,Yes,Diplomat,2,2.16,95000,5
13261,Hardware,65,0,2,Yes,Diplomat,5,4,117000,9
13263,Hardware,62,1,1,Yes,Sentinel,1,2.33,44600,3
13264,Hardware,27,0,1,Yes,Diplomat,4,1.15,73000,8
13268,Hardware,31,1,1,Yes,Sentinel,4,1.42,61800,3
13270,Hardware,36,0,6,No,Analyst,1,1.55,42000,3
13271,Hardware,31,1,1,No,Sentinel,2,3.1,50800,3
13277,Hardware,60,0,1,Yes,Explorer,3,4,141000,8
13278,Hardware,36,0,3,Yes,Diplomat,2,1.55,80000,7
13282,Hardware,50,1,1,Yes,Explorer,4,1.73,94000,6
13284,Hardware,32,0,1,Yes,Analyst,6,3.38,88000,8
13287,Hardware,42,1,2,Yes,Diplomat,0,2.02,65600,4
13290,Hardware,61,0,2,Yes,Explorer,3,4,110000,10
13292,Hardware,49,1,2,No,Diplomat,2,3.05,59200,4
13293,Hardware,44,1,1,Yes,Explorer,1,4,99200,9
13294,Hardware,27,1,10,Yes,Explorer,0,2.34,55600,4
13296,Hardware,40,0,2,Yes,Diplomat,4,1.73,78000,8
13298,Hardware,33,0,2,No,Diplomat,4,2.16,67000,3
13300,Hardware,48,1,1,Yes,Analyst,4,2.14,81400,4
13301,Hardware,48,1,1,Yes,Explorer,2,1.67,78400,4
13306,Hardware,48,1,1,No,Diplomat,1,3.21,67400,5
13311,Hardware,58,0,2,No,Sentinel,0,3.02,32000,3
13313,Hardware,33,0,2,Yes,Explorer,3,3.79,97000,6
13314,Hardware,45,1,6,Yes,Diplomat,0,2.86,51000,4
13315,Hardware,57,0,2,Yes,Diplomat,3,3.28,89000,7
13318,Hardware,61,0,1,Yes,Explorer,1,3.69,67000,4
13319,Hardware,38,1,3,Yes,Explorer,1,4,69400,7
13320,Hardware,38,0,1,Yes,Analyst,6,3.53,70000,4
13322,Hardware,64,0,2,Yes,Explorer,0,2.35,55000,4
13326,Hardware,37,0,12,Yes,Diplomat,5,1.62,92000,8
13327,Hardware,27,0,2,Yes,Explorer,1,3.93,71000,6
13331,Hardware,55,0,1,No,Explorer,2,1.26,47000,4
13333,Hardware,43,1,3,Yes,Explorer,0,4,95400,8
13337,Hardware,53,1,2,No,Sentinel,0,3.22,38400,4
13338,Hardware,54,0,9,Yes,Diplomat,6,1.65,159000,9
13341,Hardware,29,0,2,No,Diplomat,1,2,34000,5
13343,Hardware,44,0,2,No,Explorer,5,2.43,91000,8
13345,Hardware,47,0,2,Yes,Explorer,2,3.45,57000,4
13352,Hardware,63,0,1,Yes,Diplomat,2,3.55,115000,6
13354,Hardware,64,1,2,Yes,Diplomat,3,3.39,58200,7
13355,Hardware,24,1,3,Yes,Analyst,1,3.22,42200,4
13357,Hardware,58,0,2,Yes,Explorer,1,4,108000,5
13358,Hardware,50,0,2,Yes,Diplomat,0,3.51,68000,3
13359,Hardware,28,0,2,Yes,Explorer,2,2.4,68000,6
13364,Hardware,63,1,1,Yes,Diplomat,2,2.48,62400,5
13365,Hardware,45,1,2,Yes,Explorer,2,3.18,70000,7
13366,Hardware,48,1,2,Yes,Analyst,5,1.71,89400,6
13367,Hardware,49,0,2,Yes,Diplomat,4,3.37,126000,8
13368,Hardware,51,0,9,Yes,Diplomat,1,3.85,126000,7
13370,Hardware,55,1,1,Yes,Diplomat,3,1.25,72000,7
13372,Hardware,63,0,2,Yes,Diplomat,3,4,108000,9
13375,Hardware,29,0,2,Yes,Sentinel,3,3.11,71000,6
13376,Hardware,60,1,1,Yes,Sentinel,5,1.78,73000,6
13380,Hardware,29,0,1,Yes,Explorer,0,2.02,49000,3
13382,Hardware,56,0,1,Yes,Diplomat,1,2.43,85000,7
13384,Hardware,50,0,5,Yes,Diplomat,1,2.21,85000,9
13386,Hardware,56,1,1,Yes,Analyst,3,4,80800,7
13387,Hardware,29,1,2,Yes,Explorer,5,2.43,92200,7
13390,Hardware,57,0,1,Yes,Diplomat,0,2.08,57000,4
13394,Hardware,61,0,5,Yes,Explorer,3,3.15,96000,10
13400,Hardware,60,0,3,Yes,Sentinel,2,2.81,68000,4
13403,Hardware,40,0,1,No,Diplomat,1,3.44,54000,2
13404,Hardware,54,0,4,Yes,Explorer,1,4,83000,10
13405,Hardware,42,0,2,Yes,Explorer,1,1.28,76000,3
13406,Hardware,60,0,5,No,Diplomat,1,1.49,50000,4
13407,Hardware,33,1,12,Yes,Diplomat,2,2.21,70400,6
13408,Hardware,55,0,1,Yes,Diplomat,2,1.6,84000,5
13412,Hardware,47,0,1,Yes,Diplomat,4,1.83,92000,7
13415,Hardware,43,0,2,No,Explorer,1,2.31,86000,3
13417,Hardware,53,0,1,Yes,Sentinel,2,1.31,51000,4
13419,Hardware,31,1,2,Yes,Explorer,1,3.18,62800,8
13421,Hardware,26,1,7,Yes,Diplomat,3,1.52,61800,8
13422,Hardware,47,1,11,No,Diplomat,2,4,91600,9
13424,Hardware,52,0,1,Yes,Analyst,1,3.52,58000,3
13427,Hardware,36,0,1,Yes,Explorer,4,3.7,113000,10
13429,Hardware,30,0,4,Yes,Diplomat,3,1.35,53000,5
13430,Hardware,55,0,1,Yes,Sentinel,2,2.84,100000,5
13431,Hardware,59,1,1,Yes,Diplomat,0,2.99,55200,4
13432,Hardware,28,0,2,Yes,Diplomat,1,3.14,60000,4
13436,Hardware,30,1,6,No,Analyst,1,2.67,59000,5
13437,Hardware,36,1,2,Yes,Sentinel,1,2.14,44800,2
13438,Hardware,36,1,1,Yes,Sentinel,2,2.09,48800,2
13439,Hardware,55,0,2,Yes,Analyst,3,1.21,81000,4
13442,Hardware,44,0,1,Yes,Analyst,1,4,77000,3
13443,Hardware,53,1,10,Yes,Explorer,0,4,60400,8
13447,Hardware,48,0,2,Yes,Diplomat,2,3.92,130000,9
13453,Hardware,45,0,1,Yes,Sentinel,3,2.39,74000,4
13454,Hardware,28,0,4,Yes,Diplomat,5,1.76,88000,9
13456,Hardware,43,1,1,No,Diplomat,4,3.69,123400,9
13457,Hardware,45,1,13,Yes,Explorer,3,1.12,78000,9
13459,Hardware,25,0,2,Yes,Sentinel,1,2.1,44000,3
13460,Hardware,65,0,2,Yes,Explorer,5,1.65,88000,8
13461,Hardware,29,0,2,Yes,Diplomat,3,2.28,88000,8
13462,Hardware,59,1,2,Yes,Sentinel,3,3.54,66200,8
13472,Hardware,64,1,2,Yes,Explorer,3,3.88,89200,9
13477,Hardware,52,0,6,Yes,Diplomat,3,3.48,102000,10
13481,Hardware,53,0,3,Yes,Diplomat,5,3.3,116000,7
13482,Hardware,36,1,11,Yes,Sentinel,3,1.84,83800,8
13483,Hardware,39,1,11,No,Diplomat,1,3.89,84200,8
13484,Hardware,59,0,2,No,Diplomat,2,4,82000,9
13486,Hardware,27,1,7,Yes,Analyst,1,2.01,53600,7
13487,Hardware,63,0,2,Yes,Explorer,1,1.97,66000,5
13490,Hardware,55,0,2,Yes,Diplomat,1,3.91,96000,9
13493,Hardware,59,0,1,No,Analyst,4,3.51,51000,5
13494,Hardware,37,1,1,Yes,Diplomat,5,1.29,54600,7
13499,Hardware,60,1,9,Yes,Explorer,3,4,90000,9
13500,Hardware,47,0,2,Yes,Sentinel,1,2.31,68000,3
13502,Hardware,33,0,4,Yes,Explorer,4,3.73,96000,8
13503,Hardware,41,0,1,No,Diplomat,2,1.2,75000,8
13509,Hardware,36,1,2,No,Diplomat,0,2.92,41800,4
13513,Hardware,42,0,1,No,Diplomat,3,3.75,91000,7
13516,Hardware,55,0,2,Yes,Sentinel,1,2.3,46000,3
13523,Hardware,54,0,1,No,Sentinel,0,3.43,47000,2
13524,Hardware,50,0,3,Yes,Diplomat,3,2,82000,9
13525,Hardware,49,0,1,Yes,Diplomat,5,3.88,137000,8
13526,Hardware,47,1,1,Yes,Explorer,3,1.44,73600,7
13527,Hardware,63,0,1,Yes,Explorer,3,2.92,110000,7
13530,Hardware,28,0,2,Yes,Explorer,4,2.43,66000,9
13533,Hardware,61,0,2,No,Explorer,4,3.8,97000,10
13535,Hardware,61,1,8,Yes,Explorer,4,2.52,96800,9
13545,Hardware,58,0,6,Yes,Sentinel,1,3.29,55000,6
13547,Hardware,29,0,5,Yes,Diplomat,2,1.54,63000,8
13548,Hardware,44,1,9,Yes,Sentinel,3,2.73,73200,8
13549,Hardware,59,0,1,No,Diplomat,2,2.6,71000,4
13551,Hardware,49,0,7,Yes,Sentinel,0,3.01,88000,4
13552,Hardware,38,1,1,No,Sentinel,4,3.56,71400,7
13553,Hardware,52,1,1,Yes,Sentinel,2,2.27,56600,3
13554,Hardware,60,1,1,Yes,Explorer,1,1.77,45000,3
13557,Hardware,40,0,7,No,Explorer,5,1.14,78000,7
13559,Hardware,40,1,7,Yes,Sentinel,4,2.55,88000,7
13560,Hardware,41,0,2,Yes,Explorer,2,3.31,85000,7
13561,Hardware,45,0,1,Yes,Diplomat,0,2.23,104000,6
13565,Hardware,41,1,1,Yes,Sentinel,1,2.68,59800,4
13568,Hardware,60,1,2,Yes,Sentinel,3,2.72,41000,4
13570,Hardware,55,0,2,No,Sentinel,2,3.26,70000,4
13572,Hardware,62,0,1,Yes,Diplomat,1,4,82000,8
13573,Hardware,53,1,3,Yes,Diplomat,1,1.99,70400,6
13574,Hardware,29,0,2,Yes,Diplomat,1,1.87,69000,3
13575,Hardware,32,0,2,Yes,Explorer,2,2.13,73000,5
13576,Hardware,54,1,1,Yes,Explorer,6,2.8,121200,9
13577,Hardware,25,0,2,Yes,Diplomat,2,3.66,67000,7
13579,Hardware,60,0,1,Yes,Explorer,3,4,103000,10
13585,Hardware,40,0,2,No,Explorer,2,1.7,70000,5
13586,Hardware,57,0,1,Yes,Explorer,5,4,153000,7
13589,Hardware,53,0,1,Yes,Explorer,2,2.11,103000,10
13590,Hardware,55,0,1,No,Explorer,3,3.3,95000,8
13592,Hardware,37,0,2,Yes,Sentinel,5,1.38,63000,5
13597,Hardware,54,1,1,Yes,Analyst,3,2.1,65200,5
13598,Hardware,58,0,2,Yes,Diplomat,4,1.89,81000,10
13600,Hardware,48,1,7,Yes,Sentinel,4,1.74,61400,6
13601,Hardware,45,0,8,No,Explorer,1,3.71,83000,9
13605,Hardware,48,1,1,Yes,Diplomat,1,2.3,61400,5
13606,Hardware,56,0,2,Yes,Analyst,1,2.73,73000,5
13608,Hardware,32,0,5,No,Explorer,5,1.15,58000,8
13610,Hardware,27,0,2,Yes,Explorer,3,2.67,96000,10
13613,Hardware,40,0,1,Yes,Explorer,6,4,129000,10
13614,Hardware,34,0,1,No,Explorer,2,3.49,48000,7
13617,Hardware,64,0,3,Yes,Explorer,3,2.37,85000,5
13620,Hardware,62,1,3,Yes,Diplomat,1,2.36,62600,5
13621,Hardware,35,1,1,Yes,Analyst,2,2.11,50000,2
13622,Hardware,54,0,2,No,Diplomat,1,1.82,61000,3
13624,Hardware,63,1,1,Yes,Diplomat,0,4,64400,10
13625,Hardware,49,0,1,Yes,Sentinel,5,3.51,100000,9
13626,Hardware,37,0,1,Yes,Diplomat,2,1.35,52000,4
13627,Hardware,61,0,1,Yes,Analyst,1,4,87000,5
13629,Hardware,64,1,12,Yes,Sentinel,0,3.81,64200,7
13632,Hardware,31,0,1,No,Explorer,2,4,74000,6
13634,Hardware,51,0,1,Yes,Diplomat,2,1.86,87000,4
13635,Hardware,45,1,1,Yes,Analyst,0,2.59,56000,6
13637,Hardware,39,0,1,Yes,Sentinel,3,1.83,54000,2
13639,Hardware,58,0,2,Yes,Sentinel,3,2.47,51000,4
13641,Hardware,44,1,2,Yes,Diplomat,3,2.76,93200,10
13643,Hardware,49,0,1,Yes,Diplomat,0,3.3,99000,9
13644,Hardware,32,0,2,No,Analyst,3,3.32,46000,3
13648,Hardware,28,0,11,Yes,Explorer,2,3,56000,5
13652,Hardware,54,1,1,Yes,Diplomat,5,2.06,102200,10
13654,Hardware,39,0,1,Yes,Sentinel,1,3.56,52000,4
13658,Hardware,25,1,5,Yes,Diplomat,2,4,76000,10
13664,Hardware,41,0,2,Yes,Sentinel,3,3.15,92000,6
13665,Hardware,54,0,2,Yes,Explorer,1,2.21,84000,6
13669,Hardware,55,1,1,Yes,Analyst,5,4,78000,8
13670,Hardware,48,0,2,Yes,Analyst,1,1.95,65000,4
13677,Hardware,42,1,6,Yes,Explorer,6,3.44,104600,8
13679,Hardware,26,0,1,No,Diplomat,1,4,51000,10
13680,Hardware,58,0,2,Yes,Sentinel,3,3.37,64000,6
13684,Hardware,56,1,5,Yes,Diplomat,5,2.67,109800,9
13685,Hardware,43,0,4,Yes,Analyst,4,4,81000,10
13687,Hardware,60,1,1,No,Analyst,5,2.55,61000,5
13688,Hardware,64,1,5,Yes,Sentinel,5,4,85200,10
13689,Hardware,24,1,1,Yes,Diplomat,1,2.21,51200,5
13690,Hardware,34,0,2,No,Explorer,1,3.59,78000,7
13691,Hardware,63,1,8,Yes,Explorer,0,4,88400,7
13693,Hardware,28,0,2,Yes,Diplomat,0,1.8,63000,5
13696,Hardware,60,0,2,Yes,Explorer,3,2.88,75000,6
13697,Hardware,40,0,1,No,Sentinel,2,3.38,71000,3
13698,Hardware,24,1,1,Yes,Diplomat,0,2.22,41200,3
13705,Hardware,50,0,2,Yes,Explorer,5,2.08,112000,8
13710,Hardware,62,0,1,Yes,Explorer,1,3.75,67000,6
13713,Hardware,29,0,1,Yes,Diplomat,6,1.59,73000,8
13715,Hardware,40,1,2,Yes,Analyst,3,3.51,96000,7
13716,Hardware,36,0,2,Yes,Explorer,0,2.49,73000,7
13717,Hardware,37,0,1,Yes,Explorer,1,2.28,94000,6
13719,Hardware,60,1,2,Yes,Sentinel,1,4,60000,5
13722,Hardware,61,0,1,Yes,Explorer,5,2.7,111000,9
13725,Hardware,27,0,1,Yes,Explorer,1,3.42,52000,3
13726,Hardware,44,0,1,Yes,Explorer,6,3.46,151000,10
13727,Hardware,36,0,1,Yes,Sentinel,2,3.21,48000,3
13728,Hardware,31,0,5,Yes,Analyst,1,4,66000,5
13730,Hardware,33,1,1,Yes,Explorer,0,1.89,63400,5
13731,Hardware,38,1,9,No,Analyst,1,3.02,46400,3
13735,Hardware,63,1,2,Yes,Sentinel,2,3.17,57400,4
13736,Hardware,44,1,9,No,Sentinel,4,2.42,68200,6
13738,Hardware,42,0,2,Yes,Diplomat,3,3.52,74000,7
13739,Hardware,55,0,1,Yes,Diplomat,0,3.05,53000,4
13742,Hardware,38,0,6,Yes,Diplomat,5,3.65,113000,8
13745,Hardware,27,0,1,Yes,Diplomat,3,1.93,77000,5
13746,Hardware,63,1,1,No,Explorer,2,1.52,54400,5
13748,Hardware,53,0,1,Yes,Analyst,3,1.28,66000,4
13749,Hardware,33,0,4,Yes,Explorer,2,4,89000,10
13752,Hardware,42,0,9,Yes,Diplomat,1,2.25,74000,9
13754,Hardware,62,0,2,Yes,Explorer,0,3.42,73000,8
13755,Hardware,46,1,1,Yes,Explorer,1,2.91,75800,4
13757,Hardware,58,0,2,No,Sentinel,2,2.1,64000,3
13759,Hardware,50,1,6,Yes,Diplomat,2,1.77,74000,7
13760,Hardware,34,1,6,Yes,Diplomat,1,1.21,57200,6
13764,Hardware,33,1,1,Yes,Explorer,2,2.16,71400,7
13765,Hardware,56,1,5,Yes,Explorer,3,1.16,67800,5
13768,Hardware,36,0,1,No,Explorer,0,2.46,55000,4
13772,Hardware,27,0,2,No,Diplomat,1,1.11,48000,4
13773,Hardware,33,0,2,Yes,Diplomat,1,2.07,54000,4
13778,Hardware,34,1,2,No,Diplomat,1,3.4,43200,7
13781,Hardware,51,1,2,No,Explorer,0,2.62,50800,4
13782,Hardware,38,0,5,Yes,Diplomat,2,2.32,55000,5
13785,Hardware,57,0,1,Yes,Explorer,1,4,105000,6
13786,Hardware,28,1,2,No,Explorer,1,1.12,45400,5
13788,Hardware,54,0,1,No,Explorer,1,1.73,68000,4
13792,Hardware,65,0,4,Yes,Sentinel,2,2.34,44000,5
13794,Hardware,34,0,11,Yes,Explorer,0,1.76,70000,7
13795,Hardware,54,1,1,Yes,Explorer,3,3.25,89200,8
13804,Hardware,32,0,2,Yes,Diplomat,6,1.67,95000,8
13805,Hardware,38,0,1,No,Diplomat,4,1.98,89000,8
13806,Hardware,26,1,2,No,Explorer,2,4,69800,7
13807,Hardware,61,0,10,Yes,Explorer,3,2.61,68000,6
13810,Hardware,40,1,3,Yes,Explorer,0,4,78000,6
13813,Hardware,44,0,7,Yes,Diplomat,0,2.73,92000,8
13815,Hardware,24,0,1,Yes,Explorer,3,1.12,55000,5
13817,Hardware,49,0,4,Yes,Diplomat,3,1.91,102000,7
13818,Hardware,54,0,2,No,Diplomat,4,2.96,124000,6
13820,Hardware,42,0,8,Yes,Explorer,4,3.88,128000,9
13824,Hardware,56,0,1,Yes,Diplomat,5,4,197000,8
13825,Hardware,32,0,2,No,Diplomat,1,3.4,43000,8
13826,Hardware,63,0,2,No,Analyst,1,2.31,58000,2
13832,Hardware,54,1,2,No,Diplomat,3,3.16,76200,7
13836,Hardware,60,0,4,Yes,Explorer,2,2.06,92000,7
13838,Hardware,42,0,1,Yes,Diplomat,2,1.19,74000,7
13841,Hardware,27,0,4,Yes,Explorer,5,2.05,79000,9
13845,Hardware,60,0,8,Yes,Diplomat,4,1.86,97000,7
13848,Hardware,48,0,2,Yes,Diplomat,5,4,136000,8
13849,Hardware,65,1,10,Yes,Explorer,1,3.86,80000,7
13850,Hardware,58,0,1,Yes,Explorer,0,4,80000,5
13851,Hardware,48,0,7,Yes,Diplomat,2,4,89000,8
13853,Hardware,54,0,2,Yes,Explorer,2,1.42,76000,6
13855,Hardware,60,0,2,Yes,Analyst,5,1.68,85000,7
13857,Hardware,27,0,2,Yes,Diplomat,2,1.96,47000,6
13859,Hardware,37,0,2,Yes,Diplomat,1,3.17,85000,6
13862,Hardware,45,0,2,No,Explorer,1,2.41,58000,4
13863,Hardware,65,0,2,Yes,Analyst,6,2.05,81000,6
13864,Hardware,56,1,10,No,Diplomat,1,2.55,63800,8
13870,Hardware,35,0,1,No,Sentinel,3,2.42,49000,6
13872,Hardware,46,0,8,Yes,Analyst,2,3.14,80000,5
13875,Hardware,44,0,2,No,Diplomat,0,2.15,48000,3
13876,Hardware,52,1,1,Yes,Diplomat,0,2.24,47600,3
13879,Hardware,26,0,1,Yes,Diplomat,0,3.49,56000,4
13880,Hardware,60,1,3,Yes,Explorer,4,2.22,93000,6
13884,Hardware,58,0,3,No,Explorer,1,3.98,71000,9
13885,Hardware,26,0,1,Yes,Analyst,1,3.27,48000,3
13886,Hardware,31,1,8,Yes,Explorer,3,1.82,86800,10
13888,Hardware,30,0,2,Yes,Explorer,4,3.89,83000,8
13889,Hardware,45,1,1,Yes,Explorer,2,1.5,53000,7
13895,Hardware,37,1,1,Yes,Diplomat,1,3.1,54600,6
13897,Hardware,44,1,4,No,Diplomat,4,3.12,81200,9
13898,Hardware,45,0,1,No,Explorer,5,4,91000,9
13904,Hardware,50,0,9,Yes,Analyst,0,1.19,64000,5
13905,Hardware,36,0,2,Yes,Explorer,5,3.05,106000,5
13906,Hardware,37,0,1,Yes,Diplomat,4,2.53,83000,7
13910,Hardware,63,0,1,No,Explorer,2,3,104000,7
13912,Hardware,52,1,7,Yes,Sentinel,5,3.52,98600,10
13913,Hardware,59,0,1,Yes,Diplomat,5,3.25,92000,9
13914,Hardware,40,0,1,Yes,Explorer,3,1.12,93000,5
13915,Hardware,36,0,1,Yes,Diplomat,0,3.02,84000,6
13916,Hardware,42,1,2,No,Explorer,0,1.52,50600,5
13919,Hardware,63,0,6,No,Explorer,1,1.39,49000,5
13922,Hardware,33,0,1,Yes,Diplomat,3,2.08,87000,6
13923,Hardware,32,1,7,Yes,Analyst,3,3.33,64600,5
13926,Hardware,37,1,1,Yes,Sentinel,1,3.69,64600,6
13927,Hardware,62,0,8,Yes,Explorer,1,2.56,107000,5
13930,Hardware,64,0,1,Yes,Explorer,1,2.72,70000,7
13933,Hardware,32,0,1,No,Analyst,1,2.18,50000,3
13935,Hardware,48,0,2,Yes,Diplomat,1,2.19,70000,3
13940,Hardware,64,1,3,Yes,Explorer,4,4,94200,8
13944,Hardware,32,1,1,Yes,Explorer,6,2.76,96600,9
13945,Hardware,55,1,6,Yes,Diplomat,3,1.85,69000,5
13946,Hardware,33,0,4,Yes,Sentinel,2,3.06,46000,4
13951,Hardware,50,0,2,Yes,Diplomat,2,4,122000,9
13955,Hardware,47,1,1,Yes,Explorer,2,3.57,44600,6
13960,Hardware,64,0,1,Yes,Diplomat,2,1.5,91000,5
13962,Hardware,26,1,7,No,Explorer,1,3.11,49800,8
13966,Hardware,60,0,2,Yes,Diplomat,3,3.03,92000,7
13967,Hardware,42,1,1,Yes,Analyst,2,4,78600,4
13972,Hardware,58,1,1,No,Sentinel,2,1.18,33400,2
13978,Hardware,62,0,1,Yes,Explorer,3,2.58,86000,7
13979,Hardware,26,0,7,Yes,Diplomat,3,1.73,61000,7
13980,Hardware,37,1,3,Yes,Explorer,1,2.47,66600,5
13981,Hardware,38,0,1,Yes,Explorer,3,2.49,79000,8
13989,Hardware,60,0,1,Yes,Explorer,3,3.24,104000,6
13990,Hardware,26,1,5,Yes,Sentinel,1,2.13,39800,5
13991,Hardware,35,1,1,Yes,Explorer,0,4,95000,6
13994,Hardware,62,1,5,Yes,Diplomat,4,3.79,89600,10
13998,Hardware,62,0,2,Yes,Analyst,3,3.24,89000,8
14001,Hardware,51,0,9,No,Analyst,1,3.81,86000,8
14005,Hardware,59,1,2,Yes,Diplomat,2,2.42,59200,6
14007,Hardware,40,1,1,Yes,Explorer,1,2.94,68000,8
14009,Hardware,40,0,1,Yes,Diplomat,5,1.13,93000,7
14010,Hardware,24,1,7,No,Diplomat,3,2.75,54200,5
14014,Hardware,30,0,6,Yes,Analyst,4,3.22,82000,9
14016,Hardware,25,1,1,Yes,Sentinel,4,4,77000,6
14017,Hardware,39,0,2,Yes,Analyst,4,1.73,93000,5
14019,Hardware,51,0,2,Yes,Analyst,5,3.34,88000,5
14023,Hardware,31,1,2,Yes,Explorer,3,2.24,69800,8
14026,Hardware,45,0,1,Yes,Diplomat,4,2.14,109000,7
14027,Hardware,27,0,2,Yes,Explorer,1,2.72,69000,5
14028,Hardware,48,0,1,Yes,Explorer,1,2.71,67000,5
14035,Hardware,53,0,2,Yes,Analyst,1,2.53,60000,6
14036,Hardware,33,0,1,Yes,Explorer,1,2.58,68000,9
14038,Hardware,40,0,9,Yes,Diplomat,3,2.31,99000,7
14040,Hardware,37,1,1,No,Explorer,2,2.58,65600,6
14041,Hardware,37,0,2,Yes,Diplomat,3,3.82,114000,10
14045,Hardware,46,1,6,Yes,Diplomat,4,1.9,72800,10
14047,Hardware,28,1,1,Yes,Explorer,3,4,80400,8
14049,Hardware,38,0,6,Yes,Explorer,1,3.78,79000,8
14052,Hardware,25,1,6,Yes,Diplomat,2,1.49,55000,6
14054,Hardware,61,0,1,Yes,Analyst,3,2.28,58000,5
14056,Hardware,48,0,1,Yes,Diplomat,1,3.14,67000,7
14057,Hardware,48,1,2,Yes,Diplomat,4,3.93,114400,10
14058,Hardware,63,1,2,Yes,Explorer,0,3.48,94400,6
14059,Hardware,49,1,2,Yes,Explorer,3,2.25,82200,4
14060,Hardware,52,0,1,Yes,Explorer,0,4,85000,8
14062,Hardware,53,1,7,No,Explorer,1,3.1,59400,5
14066,Hardware,53,0,2,Yes,Explorer,2,3.93,106000,10
14069,Hardware,32,0,2,No,Diplomat,2,2.36,54000,4
14070,Hardware,44,0,2,Yes,Explorer,0,3.29,101000,6
14071,Hardware,59,0,1,Yes,Analyst,4,3.45,84000,7
14072,Hardware,58,0,2,Yes,Sentinel,5,3.8,145000,8
14079,Hardware,35,0,8,Yes,Diplomat,2,1.8,64000,6
14080,Hardware,25,0,1,Yes,Explorer,6,2.53,84000,9
14083,Hardware,65,0,1,No,Explorer,0,3.11,57000,3
14085,Hardware,53,0,6,Yes,Explorer,1,1.47,64000,5
14088,Hardware,62,0,1,Yes,Sentinel,3,3.77,86000,4
14090,Hardware,52,1,1,Yes,Analyst,0,3.24,55600,3
14091,Hardware,42,0,10,Yes,Diplomat,4,3.23,115000,9
14096,Hardware,60,0,6,Yes,Diplomat,2,1.98,69000,7
14097,Hardware,52,0,1,Yes,Diplomat,4,1.56,96000,9
14098,Hardware,39,0,2,No,Explorer,1,2.34,71000,4
14100,Hardware,36,1,2,Yes,Explorer,4,3.57,79800,10
14102,Hardware,48,0,2,Yes,Explorer,6,3.28,153000,10
14104,Hardware,61,0,9,Yes,Diplomat,2,2.47,72000,5
14106,Hardware,24,0,3,Yes,Explorer,3,3,57000,8
14107,Hardware,48,0,2,Yes,Diplomat,3,4,118000,9
14109,Hardware,59,0,9,Yes,Diplomat,4,3.2,122000,9
14111,Hardware,56,0,4,Yes,Diplomat,5,2.11,92000,7
14112,Hardware,31,0,1,Yes,Sentinel,3,2.01,53000,6
14113,Hardware,39,1,3,Yes,Explorer,1,3.88,99200,9
