Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS,Explorer,Diplomat,Analyst
10824,Hardware,61,0,5,1,Diplomat,2,2.37,116000,5,0,1,0
10827,Hardware,56,0,1,1,Explorer,2,2.66,90000,10,1,0,0
10828,Hardware,34,1,3,0,Analyst,3,3.75,80200,4,0,0,1
10830,Hardware,47,1,1,1,Sentinel,5,2.5,56600,4,0,0,0
10831,Hardware,25,1,8,1,Diplomat,6,1.24,57000,7,0,1,0
10832,Hardware,53,0,1,1,Explorer,2,2.28,66000,5,1,0,0
10834,Hardware,51,0,4,1,Explorer,4,2.02,116000,10,1,0,0
10836,Hardware,31,0,1,1,Explorer,5,2.4,58000,8,1,0,0
10839,Hardware,60,1,1,1,Explorer,2,2,60000,5,1,0,0
10840,Hardware,36,1,1,1,Explorer,4,2.57,78800,9,1,0,0
10841,Hardware,40,0,1,0,Explorer,1,2.08,59000,7,1,0,0
10844,Hardware,41,0,2,1,Explorer,3,3.9,136000,10,1,0,0
10852,Hardware,32,1,1,1,Explorer,0,2.59,62600,6,1,0,0
10853,Hardware,42,1,1,1,Sentinel,3,3.47,74600,6,0,0,0
10854,Hardware,61,0,1,1,Explorer,6,3.75,182000,9,1,0,0
10856,Hardware,64,1,2,0,Analyst,1,1.96,43200,3,0,0,1
10857,Hardware,48,0,10,1,Diplomat,5,1.47,89000,9,0,1,0
10861,Hardware,43,0,2,1,Explorer,2,3.68,159000,6,1,0,0
10862,Hardware,36,0,11,1,Diplomat,4,1.8,99000,9,0,1,0
10864,Hardware,61,1,2,0,Sentinel,5,3.24,69800,7,0,0,0
10865,Hardware,32,0,3,1,Explorer,2,4,96000,9,1,0,0
10866,Hardware,60,1,2,0,Diplomat,3,1.9,58000,7,0,1,0
10867,Hardware,48,0,1,1,Explorer,1,1.58,53000,5,1,0,0
10870,Hardware,51,0,2,0,Explorer,3,3.41,78000,9,1,0,0
10874,Hardware,45,0,2,1,Diplomat,1,2.08,91000,6,0,1,0
10875,Hardware,42,1,2,1,Analyst,2,2.15,53600,5,0,0,1
10876,Hardware,27,1,9,1,Diplomat,3,2.93,70600,9,0,1,0
10877,Hardware,25,0,2,1,Diplomat,2,1.16,62000,5,0,1,0
10881,Hardware,51,0,1,1,Diplomat,2,3.52,82000,8,0,1,0
10883,Hardware,29,0,2,1,Explorer,1,2.86,46000,5,1,0,0
10885,Hardware,44,0,2,1,Explorer,6,3.14,169000,10,1,0,0
10886,Hardware,29,0,3,1,Diplomat,3,2.19,62000,8,0,1,0
10887,Hardware,32,0,1,0,Analyst,1,2.35,35000,3,0,0,1
10889,Hardware,29,0,1,1,Diplomat,1,2.84,41000,3,0,1,0
10890,Hardware,42,1,9,0,Explorer,0,1.93,47600,4,1,0,0
10892,Hardware,48,0,1,1,Explorer,1,3.72,98000,4,1,0,0
10894,Hardware,60,0,1,1,Analyst,3,2.3,60000,4,0,0,1
10895,Hardware,25,0,5,1,Explorer,3,1.5,51000,7,1,0,0
10904,Hardware,60,1,2,1,Explorer,4,2.54,86000,8,1,0,0
10906,Hardware,29,0,8,1,Diplomat,2,2.32,66000,8,0,1,0
10907,Hardware,52,0,2,1,Sentinel,3,3.31,101000,5,0,0,0
10911,Hardware,56,1,5,1,Explorer,1,1.47,91800,8,1,0,0
10913,Hardware,42,0,1,0,Analyst,4,1.29,70000,4,0,0,1
10914,Hardware,48,0,1,1,Diplomat,0,3.47,48000,3,0,1,0
10917,Hardware,37,0,3,1,Analyst,6,3.91,80000,10,0,0,1
10919,Hardware,35,0,2,1,Explorer,2,3.11,82000,5,1,0,0
10921,Hardware,35,0,6,0,Explorer,1,2.79,46000,4,1,0,0
10922,Hardware,49,0,1,1,Explorer,5,3.41,140000,8,1,0,0
10924,Hardware,39,1,2,1,Diplomat,2,2.14,59200,6,0,1,0
10926,Hardware,28,0,1,1,Diplomat,3,2.13,64000,6,0,1,0
10927,Hardware,63,0,2,1,Explorer,1,1.95,61000,6,1,0,0
10929,Hardware,60,0,1,1,Sentinel,2,4,79000,4,0,0,0
10933,Hardware,33,1,2,1,Analyst,1,2.53,55400,3,0,0,1
10937,Hardware,35,0,2,1,Diplomat,4,3.82,89000,9,0,1,0
10938,Hardware,41,1,1,1,Sentinel,2,1.64,65800,3,0,0,0
10939,Hardware,55,0,2,1,Sentinel,1,1.9,66000,3,0,0,0
10942,Hardware,36,0,7,0,Explorer,3,3.55,71000,4,1,0,0
10944,Hardware,54,0,12,1,Explorer,4,4,164000,8,1,0,0
10949,Hardware,26,0,1,1,Sentinel,4,1.59,61000,4,0,0,0
10950,Hardware,31,1,2,1,Diplomat,4,2.26,97800,8,0,1,0
10953,Hardware,50,1,1,1,Explorer,3,2.78,90000,9,1,0,0
10958,Hardware,37,1,3,1,Analyst,2,2.5,45600,4,0,0,1
10959,Hardware,40,0,1,0,Explorer,3,3.39,62000,3,1,0,0
10960,Hardware,62,1,9,1,Diplomat,2,4,101600,9,0,1,0
10961,Hardware,58,0,2,1,Diplomat,2,3.19,98000,7,0,1,0
10963,Hardware,35,0,1,1,Explorer,0,1.65,56000,4,1,0,0
10964,Hardware,60,0,2,1,Explorer,4,3.47,98000,6,1,0,0
10965,Hardware,44,0,1,1,Explorer,4,3.31,113000,8,1,0,0
10968,Hardware,63,1,2,1,Sentinel,6,1.38,53400,6,0,0,0
10970,Hardware,62,1,1,1,Explorer,2,1.53,70600,7,1,0,0
10971,Hardware,59,0,9,1,Explorer,4,4,127000,9,1,0,0
10972,Hardware,42,0,5,1,Diplomat,3,4,102000,9,0,1,0
10974,Hardware,41,0,2,1,Diplomat,1,4,82000,5,0,1,0
10975,Hardware,39,0,2,1,Explorer,0,1.88,66000,5,1,0,0
10976,Hardware,40,1,2,0,Analyst,3,3.48,55000,5,0,0,1
10979,Hardware,35,0,4,0,Diplomat,3,2.37,80000,7,0,1,0
10980,Hardware,42,1,2,1,Diplomat,0,3.27,61600,8,0,1,0
10983,Hardware,33,0,1,1,Sentinel,3,3.61,57000,3,0,0,0
10984,Hardware,44,0,2,0,Explorer,5,1.67,102000,10,1,0,0
10987,Hardware,42,0,1,1,Explorer,5,3.6,137000,9,1,0,0
10988,Hardware,47,1,1,0,Analyst,5,3.48,79600,7,0,0,1
10989,Hardware,31,0,2,0,Diplomat,1,3.89,67000,5,0,1,0
10991,Hardware,42,0,1,1,Explorer,0,1.21,60000,5,1,0,0
10994,Hardware,60,0,9,1,Diplomat,3,4,129000,9,0,1,0
10995,Hardware,58,0,1,1,Explorer,2,3.53,85000,8,1,0,0
10996,Hardware,48,0,1,1,Explorer,3,3.7,81000,4,1,0,0
10997,Hardware,45,0,10,1,Sentinel,2,3.21,69000,9,0,0,0
11001,Hardware,47,0,8,1,Analyst,2,1.81,54000,4,0,0,1
11002,Hardware,50,0,5,1,Explorer,2,1.25,123000,7,1,0,0
11003,Hardware,33,0,8,0,Diplomat,1,1.44,89000,5,0,1,0
11008,Hardware,45,0,1,1,Diplomat,6,3.08,148000,8,0,1,0
11009,Hardware,28,1,1,1,Sentinel,3,4,56400,5,0,0,0
11010,Hardware,40,1,6,0,Diplomat,2,2.31,46000,6,0,1,0
11011,Hardware,31,0,5,1,Explorer,3,3.98,112000,9,1,0,0
11012,Hardware,54,1,1,1,Diplomat,1,3.61,71200,7,0,1,0
11013,Hardware,62,1,2,1,Explorer,4,1.12,63600,8,1,0,0
11019,Hardware,49,0,2,1,Diplomat,0,2.68,84000,4,0,1,0
11020,Hardware,29,0,1,0,Explorer,3,4,75000,10,1,0,0
11021,Hardware,26,1,2,1,Explorer,2,2.96,41800,4,1,0,0
11028,Hardware,47,1,9,1,Explorer,1,1.32,55600,7,1,0,0
11029,Hardware,39,0,12,0,Explorer,4,3.22,68000,9,1,0,0
11032,Hardware,52,0,2,1,Analyst,5,2.15,75000,5,0,0,1
11045,Hardware,42,0,2,1,Explorer,2,2.18,89000,6,1,0,0
11047,Hardware,27,1,6,1,Sentinel,2,1.98,51600,4,0,0,0
11051,Hardware,56,1,3,1,Diplomat,4,3.58,93800,10,0,1,0
11052,Hardware,33,1,2,0,Analyst,1,2.13,38400,3,0,0,1
11054,Hardware,65,1,1,1,Analyst,4,1.97,59000,4,0,0,1
11055,Hardware,64,0,1,0,Diplomat,2,2.98,66000,6,0,1,0
11057,Hardware,38,0,2,1,Diplomat,4,2.15,75000,9,0,1,0
11059,Hardware,37,0,2,0,Sentinel,5,1.2,56000,4,0,0,0
11060,Hardware,43,1,1,1,Explorer,5,1.97,99400,9,1,0,0
11062,Hardware,42,1,2,0,Diplomat,2,2.29,50600,4,0,1,0
11063,Hardware,45,0,2,1,Explorer,0,4,58000,7,1,0,0
11065,Hardware,63,0,2,0,Sentinel,4,3.39,58000,4,0,0,0
11066,Hardware,61,0,1,0,Sentinel,0,1.71,42000,2,0,0,0
11069,Hardware,24,0,2,1,Explorer,1,3.19,40000,4,1,0,0
11070,Hardware,28,1,2,0,Explorer,2,3.98,68400,7,1,0,0
11072,Hardware,46,1,1,1,Explorer,2,2.45,74800,6,1,0,0
11076,Hardware,48,0,2,1,Explorer,1,2.59,95000,6,1,0,0
11077,Hardware,63,0,1,0,Analyst,1,2.12,51000,2,0,0,1
11079,Hardware,54,0,2,1,Sentinel,1,2.74,70000,5,0,0,0
11081,Hardware,59,0,8,0,Explorer,1,3.5,50000,4,1,0,0
11083,Hardware,50,0,4,1,Diplomat,4,2.56,117000,7,0,1,0
11084,Hardware,50,0,1,1,Explorer,2,1.71,111000,7,1,0,0
11088,Hardware,32,0,5,0,Explorer,5,4,80000,10,1,0,0
11092,Hardware,58,1,1,1,Explorer,2,2.57,61400,8,1,0,0
11093,Hardware,28,0,1,1,Diplomat,2,1.47,61000,4,0,1,0
11095,Hardware,34,0,2,1,Explorer,6,4,135000,10,1,0,0
11100,Hardware,24,0,1,1,Explorer,1,2.37,50000,7,1,0,0
11101,Hardware,55,0,1,0,Diplomat,2,2.34,61000,7,0,1,0
11104,Hardware,28,0,2,1,Explorer,4,2.67,93000,6,1,0,0
11106,Hardware,47,1,1,1,Analyst,4,1.97,67600,6,0,0,1
11111,Hardware,29,0,3,1,Explorer,2,2.26,47000,10,1,0,0
11113,Hardware,42,0,8,1,Sentinel,3,3.99,94000,8,0,0,0
11120,Hardware,33,1,1,1,Diplomat,4,1.23,59400,6,0,1,0
11122,Hardware,65,0,2,1,Diplomat,3,3.78,106000,7,0,1,0
11124,Hardware,29,0,2,1,Explorer,0,4,81000,9,1,0,0
11127,Hardware,47,0,2,1,Explorer,2,1.68,78000,4,1,0,0
11129,Hardware,33,0,1,1,Diplomat,3,2.36,66000,8,0,1,0
11131,Hardware,40,0,8,1,Sentinel,0,2.4,59000,3,0,0,0
11132,Hardware,40,1,2,1,Diplomat,4,3.16,96000,10,0,1,0
11138,Hardware,46,0,2,1,Analyst,2,3.83,105000,6,0,0,1
11139,Hardware,54,0,2,0,Explorer,1,1.72,54000,4,1,0,0
11141,Hardware,37,0,9,1,Diplomat,1,2.51,84000,9,0,1,0
11142,Hardware,49,0,4,1,Analyst,5,1.18,73000,4,0,0,1
11143,Hardware,56,1,2,1,Explorer,4,1.6,101800,7,1,0,0
11145,Hardware,26,0,1,1,Explorer,3,3.49,69000,5,1,0,0
11146,Hardware,56,0,2,1,Explorer,3,4,86000,7,1,0,0
11151,Hardware,53,1,1,1,Diplomat,2,2.68,84400,10,0,1,0
11152,Hardware,37,0,1,0,Explorer,1,2.81,62000,5,1,0,0
11154,Hardware,64,0,2,1,Explorer,0,3.98,97000,5,1,0,0
11156,Hardware,55,1,2,1,Diplomat,2,3.41,84000,9,0,1,0
11160,Hardware,27,0,1,1,Diplomat,1,2.96,77000,9,0,1,0
11163,Hardware,60,1,7,1,Diplomat,0,1.74,61000,9,0,1,0
11164,Hardware,44,0,1,1,Diplomat,2,1.51,80000,4,0,1,0
11165,Hardware,48,0,2,0,Diplomat,5,1.7,90000,9,0,1,0
11169,Hardware,60,1,1,1,Diplomat,3,3.17,77000,7,0,1,0
11172,Hardware,48,0,2,1,Diplomat,1,1.67,91000,4,0,1,0
11173,Hardware,29,0,1,1,Diplomat,1,2.02,62000,7,0,1,0
11175,Hardware,29,0,9,0,Explorer,0,2.14,36000,5,1,0,0
11176,Hardware,41,0,2,1,Analyst,1,1.18,49000,2,0,0,1
11178,Hardware,51,1,1,1,Sentinel,1,3.17,63800,4,0,0,0
11179,Hardware,53,1,6,1,Diplomat,4,4,133400,9,0,1,0
11182,Hardware,27,0,2,1,Analyst,3,4,68000,6,0,0,1
11185,Hardware,48,0,3,1,Diplomat,4,4,142000,9,0,1,0
11187,Hardware,61,0,1,0,Diplomat,3,3.53,76000,8,0,1,0
11188,Hardware,39,0,7,0,Diplomat,3,1.77,89000,9,0,1,0
11189,Hardware,53,0,2,1,Diplomat,1,1.26,59000,4,0,1,0
11190,Hardware,34,0,1,1,Analyst,4,3.81,69000,4,0,0,1
11193,Hardware,48,1,2,1,Diplomat,5,3.91,108400,10,0,1,0
11195,Hardware,44,0,2,0,Explorer,2,1.12,59000,5,1,0,0
11198,Hardware,54,0,2,1,Explorer,3,2.72,103000,7,1,0,0
11199,Hardware,32,0,2,0,Analyst,3,1.99,48000,5,0,0,1
11203,Hardware,29,0,1,1,Sentinel,2,2.16,57000,5,0,0,0
11205,Hardware,31,0,1,1,Diplomat,2,2.91,50000,7,0,1,0
11207,Hardware,60,0,2,1,Explorer,1,1.8,82000,5,1,0,0
11209,Hardware,45,1,1,1,Explorer,4,1.13,76000,7,1,0,0
11211,Hardware,65,0,2,1,Sentinel,5,2.41,72000,4,0,0,0
11212,Hardware,41,0,1,0,Diplomat,5,3.58,98000,9,0,1,0
11215,Hardware,53,0,7,1,Diplomat,3,2.69,111000,7,0,1,0
11220,Hardware,52,0,2,1,Analyst,3,1.46,69000,3,0,0,1
11224,Hardware,58,0,2,1,Analyst,0,3.27,54000,3,0,0,1
11225,Hardware,62,0,2,1,Sentinel,3,2.14,66000,3,0,0,0
11227,Hardware,37,0,1,1,Diplomat,2,2.29,81000,6,0,1,0
11228,Hardware,33,0,1,1,Analyst,0,3.11,52000,3,0,0,1
11230,Hardware,25,1,2,1,Sentinel,0,1.83,35000,2,0,0,0
11235,Hardware,45,1,2,1,Sentinel,3,3.81,87000,6,0,0,0
11239,Hardware,32,1,2,0,Diplomat,0,3.98,65600,9,0,1,0
11240,Hardware,62,0,1,1,Explorer,1,2.88,69000,3,1,0,0
11244,Hardware,34,1,2,1,Explorer,1,2.81,81200,8,1,0,0
11246,Hardware,27,0,1,1,Explorer,0,2.32,52000,4,1,0,0
11248,Hardware,58,1,10,0,Analyst,2,2.5,49400,10,0,0,1
11249,Hardware,49,1,1,1,Explorer,2,2.85,79200,9,1,0,0
11250,Hardware,57,0,2,1,Diplomat,0,1.51,61000,5,0,1,0
11252,Hardware,52,0,2,1,Explorer,6,1.74,84000,8,1,0,0
11253,Hardware,50,0,1,0,Diplomat,4,2.94,89000,5,0,1,0
11255,Hardware,57,1,1,1,Explorer,2,2.29,52600,5,1,0,0
11258,Hardware,42,0,1,1,Sentinel,4,2.5,77000,4,0,0,0
11259,Hardware,43,0,2,1,Explorer,2,3.12,114000,6,1,0,0
11260,Hardware,33,0,1,0,Sentinel,2,1.76,46000,2,0,0,0
11262,Hardware,58,0,2,1,Analyst,6,4,138000,8,0,0,1
11264,Hardware,63,0,1,1,Diplomat,1,1.26,67000,3,0,1,0
11270,Hardware,40,1,1,1,Explorer,1,2.87,74000,7,1,0,0
11271,Hardware,65,0,1,1,Diplomat,5,3.1,114000,6,0,1,0
11273,Hardware,32,1,13,1,Sentinel,1,2.1,55600,6,0,0,0
11274,Hardware,32,0,1,1,Explorer,4,1.56,77000,6,1,0,0
11276,Hardware,27,1,2,1,Analyst,1,3.09,52600,5,0,0,1
11277,Hardware,29,0,1,0,Diplomat,4,1.88,64000,7,0,1,0
11284,Hardware,51,1,1,1,Diplomat,2,3.38,73800,7,0,1,0
11285,Hardware,41,1,2,1,Explorer,3,1.59,67800,5,1,0,0
11291,Hardware,65,0,2,1,Explorer,3,3.69,133000,9,1,0,0
11292,Hardware,27,0,1,1,Sentinel,1,2.71,37000,3,0,0,0
11294,Hardware,31,0,1,1,Analyst,5,3.51,138000,5,0,0,1
11297,Hardware,56,1,9,1,Diplomat,5,1.66,131800,9,0,1,0
11299,Hardware,43,0,1,1,Explorer,5,3.4,119000,10,1,0,0
11302,Hardware,53,0,1,1,Diplomat,6,4,138000,8,0,1,0
11303,Hardware,61,0,5,1,Diplomat,3,3.26,110000,10,0,1,0
11304,Hardware,60,0,4,0,Diplomat,1,1.34,55000,4,0,1,0
11306,Hardware,46,1,10,1,Sentinel,3,4,74800,10,0,0,0
11307,Hardware,28,0,1,0,Diplomat,1,2.32,38000,4,0,1,0
11312,Hardware,36,0,2,1,Diplomat,1,3.42,77000,5,0,1,0
11314,Hardware,35,0,2,1,Sentinel,0,2.39,39000,2,0,0,0
11315,Hardware,35,0,1,0,Explorer,3,1.64,61000,6,1,0,0
11318,Hardware,38,0,5,1,Explorer,4,2.78,81000,9,1,0,0
11320,Hardware,28,0,1,1,Sentinel,6,1.8,51000,5,0,0,0
11321,Hardware,28,0,5,1,Sentinel,4,1.67,46000,8,0,0,0
11324,Hardware,45,1,4,1,Diplomat,4,1.46,84000,7,0,1,0
11326,Hardware,34,0,1,1,Diplomat,1,2.54,68000,4,0,1,0
11333,Hardware,37,1,11,1,Analyst,1,1.76,52600,7,0,0,1
11335,Hardware,61,0,2,1,Explorer,3,3.99,105000,10,1,0,0
11337,Hardware,49,0,2,0,Explorer,2,2.12,74000,7,1,0,0
11342,Hardware,51,0,1,1,Diplomat,2,2.15,83000,7,0,1,0
11349,Hardware,46,0,6,1,Diplomat,1,3.05,93000,9,0,1,0
11351,Hardware,32,0,2,1,Analyst,0,2.76,41000,2,0,0,1
11352,Hardware,26,1,1,1,Explorer,4,1.15,62800,5,1,0,0
11353,Hardware,38,0,1,1,Analyst,0,4,81000,3,0,0,1
11355,Hardware,46,0,11,1,Diplomat,2,1.51,72000,8,0,1,0
11356,Hardware,56,1,2,1,Sentinel,5,3.99,92800,7,0,0,0
11357,Hardware,64,0,1,1,Diplomat,1,2.2,65000,5,0,1,0
11361,Hardware,47,0,4,1,Sentinel,1,2.98,65000,4,0,0,0
11362,Hardware,55,1,5,1,Explorer,0,3.37,65000,6,1,0,0
11363,Hardware,59,0,3,0,Sentinel,1,1.18,45000,2,0,0,0
11365,Hardware,26,0,1,1,Sentinel,3,2.33,58000,3,0,0,0
11366,Hardware,58,1,1,1,Diplomat,2,1.42,66400,5,0,1,0
11368,Hardware,28,1,6,1,Diplomat,2,4,69400,8,0,1,0
11369,Hardware,26,0,9,0,Explorer,4,1.14,60000,8,1,0,0
11372,Hardware,24,0,2,0,Diplomat,4,2.17,42000,5,0,1,0
11377,Hardware,29,1,3,1,Diplomat,6,4,149200,9,0,1,0
11378,Hardware,38,0,2,1,Explorer,4,3.1,90000,7,1,0,0
11381,Hardware,55,0,1,1,Analyst,0,2.18,43000,2,0,0,1
11382,Hardware,46,0,1,1,Sentinel,1,3.82,91000,4,0,0,0
11384,Hardware,55,1,1,1,Sentinel,1,3.58,55000,4,0,0,0
11386,Hardware,37,0,2,0,Diplomat,0,3.41,50000,6,0,1,0
11387,Hardware,46,0,4,1,Sentinel,4,2.53,86000,8,0,0,0
11390,Hardware,44,0,2,1,Explorer,0,3.41,116000,4,1,0,0
11391,Hardware,62,1,1,1,Diplomat,2,4,72600,8,0,1,0
11392,Hardware,54,1,2,1,Explorer,4,2.91,74200,4,1,0,0
11393,Hardware,29,0,2,1,Explorer,5,1.27,77000,5,1,0,0
11394,Hardware,57,0,1,1,Explorer,4,1.94,85000,4,1,0,0
11396,Hardware,35,0,1,1,Explorer,2,1.68,74000,4,1,0,0
11397,Hardware,44,1,6,1,Sentinel,1,2.04,48200,3,0,0,0
11398,Hardware,46,0,2,1,Sentinel,1,3.79,55000,3,0,0,0
11400,Hardware,48,0,1,1,Explorer,0,1.98,67000,3,1,0,0
11403,Hardware,34,0,2,1,Diplomat,1,2.79,66000,5,0,1,0
11406,Hardware,45,0,1,1,Explorer,1,1.34,67000,4,1,0,0
11409,Hardware,45,0,1,1,Sentinel,0,1.85,33000,2,0,0,0
11410,Hardware,25,0,2,1,Explorer,3,3.02,58000,5,1,0,0
11411,Hardware,51,0,6,1,Diplomat,5,3.06,141000,10,0,1,0
11412,Hardware,42,1,1,0,Analyst,3,2.23,46600,4,0,0,1
11413,Hardware,28,0,1,1,Explorer,4,2.59,53000,4,1,0,0
11414,Hardware,53,0,3,1,Analyst,5,1.98,96000,5,0,0,1
11415,Hardware,27,1,1,1,Diplomat,2,3.33,55600,7,0,1,0
11420,Hardware,52,0,11,1,Explorer,3,2.92,122000,9,1,0,0
11423,Hardware,27,0,9,1,Explorer,3,4,58000,8,1,0,0
11428,Hardware,40,0,1,1,Explorer,4,2.13,95000,8,1,0,0
11429,Hardware,65,0,1,0,Diplomat,3,4,53000,9,0,1,0
11431,Hardware,60,0,2,0,Diplomat,0,1.84,53000,4,0,1,0
11436,Hardware,44,0,5,1,Diplomat,2,2.76,100000,9,0,1,0
11437,Hardware,31,0,3,1,Analyst,5,2.39,101000,10,0,0,1
11439,Hardware,44,0,1,1,Explorer,0,3.76,91000,5,1,0,0
11441,Hardware,54,0,1,0,Explorer,2,4,76000,8,1,0,0
11442,Hardware,26,0,1,1,Diplomat,3,3.21,80000,7,0,1,0
11444,Hardware,38,1,2,1,Explorer,2,1.63,68400,7,1,0,0
11452,Hardware,60,1,2,0,Diplomat,1,2.97,61000,8,0,1,0
11455,Hardware,53,0,8,0,Explorer,5,2.19,79000,9,1,0,0
11457,Hardware,42,1,1,1,Explorer,4,2.79,93600,9,1,0,0
11458,Hardware,34,0,5,1,Explorer,3,1.47,61000,8,1,0,0
11459,Hardware,32,1,1,0,Explorer,5,1.96,64600,5,1,0,0
11460,Hardware,31,0,1,1,Explorer,5,3.01,99000,8,1,0,0
11463,Hardware,58,1,2,1,Explorer,0,2.63,51400,4,1,0,0
11467,Hardware,57,0,2,1,Diplomat,4,2.34,69000,7,0,1,0
11469,Hardware,34,0,9,0,Diplomat,0,4,90000,6,0,1,0
11470,Hardware,32,0,1,1,Diplomat,3,3.72,65000,9,0,1,0
11473,Hardware,27,1,3,1,Explorer,1,1.98,56600,7,1,0,0
11474,Hardware,26,0,2,0,Explorer,1,3.73,69000,6,1,0,0
11475,Hardware,27,0,1,1,Explorer,4,3.75,87000,10,1,0,0
11476,Hardware,46,1,1,1,Sentinel,1,2.65,64800,6,0,0,0
11479,Hardware,33,0,4,0,Diplomat,0,2.15,55000,5,0,1,0
11488,Hardware,65,0,2,1,Sentinel,0,2,67000,2,0,0,0
11490,Hardware,33,1,1,1,Diplomat,3,4,86400,8,0,1,0
11496,Hardware,49,1,1,1,Sentinel,1,2.23,56200,3,0,0,0
11497,Hardware,51,0,1,0,Explorer,4,3.63,153000,9,1,0,0
11498,Hardware,25,0,2,1,Sentinel,2,2.47,35000,3,0,0,0
11502,Hardware,43,1,5,1,Explorer,2,3.37,82400,10,1,0,0
11506,Hardware,41,1,2,0,Diplomat,5,2.54,82800,5,0,1,0
11508,Hardware,35,0,1,1,Sentinel,2,1.6,50000,4,0,0,0
11510,Hardware,59,0,2,0,Analyst,4,2.03,63000,5,0,0,1
11515,Hardware,38,0,8,1,Sentinel,2,3.58,54000,5,0,0,0
11518,Hardware,41,0,2,0,Sentinel,1,2.76,57000,5,0,0,0
11519,Hardware,58,1,1,0,Explorer,5,3.06,87400,10,1,0,0
11521,Hardware,56,0,2,1,Analyst,6,4,133000,9,0,0,1
11522,Hardware,55,1,1,1,Analyst,3,4,89000,5,0,0,1
11524,Hardware,33,0,2,1,Explorer,2,3.02,52000,3,1,0,0
11525,Hardware,39,0,1,1,Explorer,2,3.41,127000,8,1,0,0
11526,Hardware,57,0,2,1,Diplomat,2,2.6,117000,7,0,1,0
11527,Hardware,32,1,2,1,Diplomat,2,4,85600,10,0,1,0
11528,Hardware,43,1,2,1,Diplomat,2,3.75,85400,7,0,1,0
11529,Hardware,54,1,1,0,Diplomat,1,1.29,41200,3,0,1,0
11533,Hardware,49,0,9,1,Sentinel,1,4,73000,4,0,0,0
11534,Hardware,57,0,5,1,Diplomat,1,2.11,78000,10,0,1,0
11540,Hardware,58,1,2,1,Explorer,1,3.37,69400,6,1,0,0
11542,Hardware,28,0,2,0,Explorer,0,1.4,38000,7,1,0,0
11543,Hardware,36,0,2,1,Diplomat,0,4,78000,9,0,1,0
11544,Hardware,56,0,8,0,Explorer,0,2.4,61000,4,1,0,0
11547,Hardware,36,0,9,1,Explorer,0,2.48,61000,7,1,0,0
11548,Hardware,52,0,2,1,Sentinel,3,1.54,73000,5,0,0,0
11550,Hardware,28,1,11,1,Diplomat,2,3.45,76400,8,0,1,0
11552,Hardware,35,0,2,0,Diplomat,1,2.24,66000,5,0,1,0
11558,Hardware,41,0,1,0,Explorer,2,2.94,66000,6,1,0,0
11561,Hardware,47,0,2,1,Sentinel,3,2.6,83000,5,0,0,0
11566,Hardware,54,1,1,1,Analyst,3,2.17,75200,5,0,0,1
11567,Hardware,40,1,11,1,Diplomat,2,4,102000,9,0,1,0
11568,Hardware,63,0,5,0,Explorer,1,4,84000,7,1,0,0
11570,Hardware,61,0,3,0,Diplomat,4,2.84,88000,10,0,1,0
11571,Hardware,42,1,2,1,Diplomat,3,3.85,90600,9,0,1,0
11573,Hardware,60,1,1,0,Explorer,2,3.01,65000,9,1,0,0
11575,Hardware,30,1,2,0,Explorer,1,2.48,48000,3,1,0,0
11577,Hardware,56,0,7,0,Explorer,1,1.23,62000,10,1,0,0
11578,Hardware,41,0,1,1,Diplomat,2,4,112000,7,0,1,0
11582,Hardware,45,0,7,1,Diplomat,3,3.49,131000,8,0,1,0
11583,Hardware,60,0,1,0,Analyst,2,2.78,56000,5,0,0,1
11593,Hardware,54,0,1,1,Analyst,4,2.14,79000,6,0,0,1
11594,Hardware,42,0,1,1,Diplomat,0,4,78000,6,0,1,0
11596,Hardware,51,0,8,1,Analyst,2,3.3,88000,6,0,0,1
11598,Hardware,51,0,5,1,Sentinel,1,1.82,56000,2,0,0,0
11601,Hardware,42,0,4,1,Explorer,5,4,126000,9,1,0,0
11603,Hardware,48,0,5,1,Sentinel,1,1.28,63000,3,0,0,0
11605,Hardware,39,0,2,1,Diplomat,2,2.29,44000,6,0,1,0
11607,Hardware,24,1,1,1,Analyst,4,2.28,46200,7,0,0,1
11609,Hardware,41,1,2,1,Explorer,2,2.67,81800,5,1,0,0
11614,Hardware,36,1,1,1,Diplomat,1,4,79800,5,0,1,0
11615,Hardware,55,0,2,1,Diplomat,2,3.69,73000,8,0,1,0
11618,Hardware,49,0,3,1,Sentinel,4,1.5,68000,4,0,0,0
11619,Hardware,40,0,2,1,Diplomat,3,3.12,99000,8,0,1,0
11620,Hardware,34,1,2,1,Diplomat,4,1.42,68200,10,0,1,0
11621,Hardware,40,1,1,1,Explorer,0,1.41,60000,5,1,0,0
11623,Hardware,50,0,1,0,Diplomat,2,3.11,96000,6,0,1,0
11625,Hardware,31,0,1,1,Diplomat,0,3.69,74000,6,0,1,0
11626,Hardware,24,1,3,1,Diplomat,1,4,58200,7,0,1,0
11627,Hardware,40,0,2,1,Diplomat,0,2.96,97000,4,0,1,0
11628,Hardware,45,0,10,1,Sentinel,2,2.25,58000,5,0,0,0
11629,Hardware,35,1,1,1,Diplomat,6,3.84,77000,7,0,1,0
11631,Hardware,57,1,2,1,Explorer,2,2.4,68600,5,1,0,0
11636,Hardware,34,0,2,1,Analyst,2,2.65,56000,4,0,0,1
